ID	symbol
ENSMUSG00000022757	Tfg
ENSMUSG00000022758	P2rx6
ENSMUSG00000022759	Lrrc74b
ENSMUSG00000022760	Thap7
ENSMUSG00000022761	Lztr1
ENSMUSG00000022762	Ncam2
ENSMUSG00000022763	Aifm3
ENSMUSG00000022765	Snap29
ENSMUSG00000022766	Serpind1
ENSMUSG00000022768	Ccdc116
ENSMUSG00000022769	Sdf2l1
ENSMUSG00000022770	Dlg1
ENSMUSG00000022771	Ppil2
ENSMUSG00000022772	Senp5
ENSMUSG00000022773	Ypel1
ENSMUSG00000022774	Ncbp2
ENSMUSG00000022779	Top3b
ENSMUSG00000022780	Meltf
ENSMUSG00000022781	Pak2
ENSMUSG00000022783	Spag6l
ENSMUSG00000022787	Wdr53
ENSMUSG00000022788	Fgd4
ENSMUSG00000022789	Dnm1l
ENSMUSG00000022790	Igsf11
ENSMUSG00000022791	Tnk2
ENSMUSG00000022792	Yars2
ENSMUSG00000022793	B4galt4
ENSMUSG00000022797	Tfrc
ENSMUSG00000022798	Tex55
ENSMUSG00000022799	Arhgap31
ENSMUSG00000022800	Fyttd1
ENSMUSG00000022801	Lrch3
ENSMUSG00000022802	Lmln
ENSMUSG00000022803	Popdc2
ENSMUSG00000022805	Cfap91
ENSMUSG00000022807	Osbpl11
ENSMUSG00000022808	Snx4
ENSMUSG00000022809	Nr1i2
ENSMUSG00000022811	Zfp148
ENSMUSG00000022812	Gsk3b
ENSMUSG00000022814	Umps
ENSMUSG00000022816	Fstl1
ENSMUSG00000022817	Itgb5
ENSMUSG00000022818	Cyp2ab1
ENSMUSG00000022820	Ndufb4
ENSMUSG00000022821	Hgd
ENSMUSG00000022822	Abcc5
ENSMUSG00000022824	Muc13
ENSMUSG00000022827	Rabl3
ENSMUSG00000022828	Gtf2e1
ENSMUSG00000022829	Stxbp5l
ENSMUSG00000022831	Hcls1
ENSMUSG00000022832	Ropn1
ENSMUSG00000022833	Ccdc14
ENSMUSG00000022836	Mylk
ENSMUSG00000022837	Iqcb1
ENSMUSG00000022838	Eaf2
ENSMUSG00000022840	Adcy5
ENSMUSG00000022841	Ap2m1
ENSMUSG00000022842	Ece2
ENSMUSG00000022843	Clcn2
ENSMUSG00000022844	Pdia5
ENSMUSG00000022847	Thpo
ENSMUSG00000022848	Slc49a4
ENSMUSG00000022849	Hspbap1
ENSMUSG00000022853	Ehhadh
ENSMUSG00000022855	Senp2
ENSMUSG00000022856	Tmem41a
ENSMUSG00000022857	Tmprss15
ENSMUSG00000022858	Tra2b
ENSMUSG00000022860	Chodl
ENSMUSG00000022861	Dgkg
ENSMUSG00000022863	Btg3
ENSMUSG00000022864	D16Ertd472e
ENSMUSG00000022865	Cxadr
ENSMUSG00000022867	Usp25
ENSMUSG00000022868	Ahsg
ENSMUSG00000022871	Fetub
ENSMUSG00000022875	Kng1
ENSMUSG00000022876	Samsn1
ENSMUSG00000022877	Hrg
ENSMUSG00000022878	Adipoq
ENSMUSG00000022881	Rfc4
ENSMUSG00000022883	Robo1
ENSMUSG00000022884	Eif4a2
ENSMUSG00000022885	St6gal1
ENSMUSG00000022886	Prl2a1
ENSMUSG00000022887	Masp1
ENSMUSG00000022889	Mrpl39
ENSMUSG00000022890	Atp5pf
ENSMUSG00000022892	App
ENSMUSG00000022893	Adamts1
ENSMUSG00000022894	Adamts5
ENSMUSG00000022895	Ets2
ENSMUSG00000022897	Dyrk1a
ENSMUSG00000022898	Vps26c
ENSMUSG00000022899	Slc15a2
ENSMUSG00000022900	Ildr1
ENSMUSG00000022901	Cd86
ENSMUSG00000022902	Stfa2
ENSMUSG00000022905	Kpna1
ENSMUSG00000022906	Parp9
ENSMUSG00000022911	Arl13b
ENSMUSG00000022912	Pros1
ENSMUSG00000022913	Psmg1
ENSMUSG00000022914	Brwd1
ENSMUSG00000022931	Krtap15-1
ENSMUSG00000022935	Grik1
ENSMUSG00000022938	Fam3b
ENSMUSG00000022940	Pigp
ENSMUSG00000022941	Ripply3
ENSMUSG00000022945	Chaf1b
ENSMUSG00000022946	Dop1b
ENSMUSG00000022947	Cbr3
ENSMUSG00000022948	Setd4
ENSMUSG00000022949	Clic6
ENSMUSG00000022951	Rcan1
ENSMUSG00000022952	Runx1
ENSMUSG00000022956	Atp5po
ENSMUSG00000022957	Itsn1
ENSMUSG00000022960	Donson
ENSMUSG00000022961	Son
ENSMUSG00000022962	Gart
ENSMUSG00000022964	Tmem50b
ENSMUSG00000022965	Ifngr2
ENSMUSG00000022967	Ifnar1
ENSMUSG00000022969	Il10rb
ENSMUSG00000022971	Ifnar2
ENSMUSG00000022972	Cfap298
ENSMUSG00000022973	Synj1
ENSMUSG00000022974	Paxbp1
ENSMUSG00000022978	Mis18a
ENSMUSG00000022982	Sod1
ENSMUSG00000022983	Scaf4
ENSMUSG00000022986	Krt75
ENSMUSG00000022987	Zfp641
ENSMUSG00000022991	Lalba
ENSMUSG00000022992	Kansl2
ENSMUSG00000022993	Spmip11
ENSMUSG00000022994	Adcy6
ENSMUSG00000022995	Enah
ENSMUSG00000022996	Wnt10b
ENSMUSG00000022997	Wnt1
ENSMUSG00000022999	Lmbr1l
ENSMUSG00000023000	Dhh
ENSMUSG00000023004	Tuba1b
ENSMUSG00000023007	Prpf40b
ENSMUSG00000023008	Fmnl3
ENSMUSG00000023009	Nckap5l
ENSMUSG00000023010	Tmbim6
ENSMUSG00000023011	Faim2
ENSMUSG00000023013	Aqp2
ENSMUSG00000023015	Racgap1
ENSMUSG00000023017	Asic1
ENSMUSG00000023018	Smarcd1
ENSMUSG00000023019	Gpd1
ENSMUSG00000023020	Cox14
ENSMUSG00000023021	Cers5
ENSMUSG00000023022	Lima1
ENSMUSG00000023025	Larp4
ENSMUSG00000023026	Dip2b
ENSMUSG00000023027	Atf1
ENSMUSG00000023030	Slc11a2
ENSMUSG00000023031	Cela1
ENSMUSG00000023032	Slc4a8
ENSMUSG00000023033	Scn8a
ENSMUSG00000023034	Nr4a1
ENSMUSG00000023036	Pcdhgc4
ENSMUSG00000023039	Krt7
ENSMUSG00000023041	Krt6b
ENSMUSG00000023043	Krt18
ENSMUSG00000023044	Csad
ENSMUSG00000023045	Soat2
ENSMUSG00000023046	Igfbp6
ENSMUSG00000023047	Amhr2
ENSMUSG00000023048	Prr13
ENSMUSG00000023050	Map3k12
ENSMUSG00000023051	Tarbp2
ENSMUSG00000023052	Npff
ENSMUSG00000023055	Calcoco1
ENSMUSG00000023057	Fabp2
ENSMUSG00000023064	Sncg
ENSMUSG00000023066	Rttn
ENSMUSG00000023067	Cdkn1a
ENSMUSG00000023068	Nus1
ENSMUSG00000023070	Rgn
ENSMUSG00000023072	Cep89
ENSMUSG00000023073	Slc10a2
ENSMUSG00000023074	Mospd1
ENSMUSG00000023075	Akirin1
ENSMUSG00000023078	Cxcl13
ENSMUSG00000023079	Gtf2ird1
ENSMUSG00000023083	H2-M10.2
ENSMUSG00000023084	Lrrc71
ENSMUSG00000023087	Noct
ENSMUSG00000023088	Abcc1
ENSMUSG00000023089	Ndufa5
ENSMUSG00000023092	Fhl1
ENSMUSG00000023093	Pate12
ENSMUSG00000023094	Msrb2
ENSMUSG00000023104	Rfc2
ENSMUSG00000023106	Denr
ENSMUSG00000023110	Prmt5
ENSMUSG00000023118	Sympk
ENSMUSG00000023120	Ldc1
ENSMUSG00000023122	Sult1c2
ENSMUSG00000023132	Gzma
ENSMUSG00000023140	Reg2
ENSMUSG00000023143	Nagpa
ENSMUSG00000023147	Get1
ENSMUSG00000023150	Ivns1abp
ENSMUSG00000023151	Lrrc69
ENSMUSG00000023153	Tmem52
ENSMUSG00000023156	Rpp14
ENSMUSG00000023159	Psg29
ENSMUSG00000023165	Ssxb2
ENSMUSG00000023169	Slc38a1
ENSMUSG00000023170	Gps2
ENSMUSG00000023175	Bsg
ENSMUSG00000023176	Cpn2
ENSMUSG00000023185	Ceacam14
ENSMUSG00000023186	Vwa5a
ENSMUSG00000023191	P3h3
ENSMUSG00000023192	Grm2
ENSMUSG00000023206	Il15ra
ENSMUSG00000023210	Lcn9
ENSMUSG00000023216	Epb42
ENSMUSG00000023224	Serping1
ENSMUSG00000023232	Serinc2
ENSMUSG00000023235	Ccl25
ENSMUSG00000023236	Scg5
ENSMUSG00000023243	Kcnk5
ENSMUSG00000023247	Guca2a
ENSMUSG00000023249	Parp3
ENSMUSG00000023257	Cypt1
ENSMUSG00000023259	Slc26a6
ENSMUSG00000023262	Acy1
ENSMUSG00000023263	9530002B09Rik
ENSMUSG00000023266	Frs3
ENSMUSG00000023267	Gabrr2
ENSMUSG00000023272	Creld2
ENSMUSG00000023274	Cd4
ENSMUSG00000023277	Twf2
ENSMUSG00000023279	Bmp15
ENSMUSG00000023284	Zfp605
ENSMUSG00000023286	Ube2j2
ENSMUSG00000023289	Sva
ENSMUSG00000023307	Marchf5
ENSMUSG00000023328	Ache
ENSMUSG00000023330	Dtwd1
ENSMUSG00000023333	Gcm1
ENSMUSG00000023336	Wfdc1
ENSMUSG00000023345	Poc1a
ENSMUSG00000023348	Trip6
ENSMUSG00000023349	Clec4n
ENSMUSG00000023353	Agap3
ENSMUSG00000023367	Tmem176a
ENSMUSG00000023387	Kcnk16
ENSMUSG00000023391	Dlx2
ENSMUSG00000023393	Slc17a9
ENSMUSG00000023403	Stk31
ENSMUSG00000023411	Nfatc4
ENSMUSG00000023433	Cela3b
ENSMUSG00000023439	Gnb3
ENSMUSG00000023443	Esx1
ENSMUSG00000023452	Pisd
ENSMUSG00000023456	Tpi1
ENSMUSG00000023460	Rab12
ENSMUSG00000023467	Tulp2
ENSMUSG00000023473	Celsr3
ENSMUSG00000023484	Prph
ENSMUSG00000023495	Pcbp4
ENSMUSG00000023505	Cdca3
ENSMUSG00000023571	C1qtnf12
ENSMUSG00000023572	Ccndbp1
ENSMUSG00000023707	Ogfod2
ENSMUSG00000023723	Mrps23
ENSMUSG00000023755	Rhebl1
ENSMUSG00000023764	Sfi1
ENSMUSG00000023781	Hes7
ENSMUSG00000023791	Pigx
ENSMUSG00000023800	Tiam2
ENSMUSG00000023802	Nox3
ENSMUSG00000023805	Synj2
ENSMUSG00000023806	Rsph3b
ENSMUSG00000023809	Rps6ka2
ENSMUSG00000023826	Prkn
ENSMUSG00000023827	Agpat4
ENSMUSG00000023828	Slc22a3
ENSMUSG00000023829	Slc22a1
ENSMUSG00000023830	Igf2r
ENSMUSG00000023832	Acat2
ENSMUSG00000023845	Lnpep
ENSMUSG00000023852	Chd1
ENSMUSG00000023861	Mpc1
ENSMUSG00000023868	Pde10a
ENSMUSG00000023873	1700010I14Rik
ENSMUSG00000023882	Zfp54
ENSMUSG00000023883	Phf10
ENSMUSG00000023885	Thbs2
ENSMUSG00000023886	Smoc2
ENSMUSG00000023892	Zfp51
ENSMUSG00000023902	Zscan10
ENSMUSG00000023903	Mmp25
ENSMUSG00000023904	Hcfc1r1
ENSMUSG00000023905	Tnfrsf12a
ENSMUSG00000023906	Cldn6
ENSMUSG00000023908	Pkmyt1
ENSMUSG00000023909	Paqr4
ENSMUSG00000023911	Flywch2
ENSMUSG00000023912	Slc25a27
ENSMUSG00000023913	Pla2g7
ENSMUSG00000023914	Mep1a
ENSMUSG00000023915	Tnfrsf21
ENSMUSG00000023918	Adgrf4
ENSMUSG00000023919	Cenpq
ENSMUSG00000023921	Mmut
ENSMUSG00000023923	Tbc1d5
ENSMUSG00000023926	Rhag
ENSMUSG00000023927	Satb1
ENSMUSG00000023930	Crisp2
ENSMUSG00000023931	Efhb
ENSMUSG00000023932	Cdc5l
ENSMUSG00000023935	Spats1
ENSMUSG00000023938	Aars2
ENSMUSG00000023939	Mrpl14
ENSMUSG00000023940	Sgo1
ENSMUSG00000023942	Slc29a1
ENSMUSG00000023943	Sult1c1
ENSMUSG00000023944	Hsp90ab1
ENSMUSG00000023945	Slc5a7
ENSMUSG00000023947	Nfkbie
ENSMUSG00000023949	Tcte1
ENSMUSG00000023951	Vegfa
ENSMUSG00000023952	Gtpbp2
ENSMUSG00000023953	Polh
ENSMUSG00000023959	Clic5
ENSMUSG00000023960	Enpp5
ENSMUSG00000023961	Enpp4
ENSMUSG00000023963	Cyp39a1
ENSMUSG00000023964	Calcr
ENSMUSG00000023965	Fbxl17
ENSMUSG00000023966	Rsph9
ENSMUSG00000023967	Mrps18a
ENSMUSG00000023968	Crip3
ENSMUSG00000023971	Rrp36
ENSMUSG00000023972	Ptk7
ENSMUSG00000023973	Cnpy3
ENSMUSG00000023977	Ubr2
ENSMUSG00000023978	Prph2
ENSMUSG00000023979	Guca1b
ENSMUSG00000023980	Taf8
ENSMUSG00000023982	Guca1a
ENSMUSG00000023984	Gm20517
ENSMUSG00000023987	Pgc
ENSMUSG00000023988	Bysl
ENSMUSG00000023990	Tfeb
ENSMUSG00000023991	Foxp4
ENSMUSG00000023992	Trem2
ENSMUSG00000023993	Treml1
ENSMUSG00000023994	Nfya
ENSMUSG00000023995	Tspo2
ENSMUSG00000023999	Kif6
ENSMUSG00000024002	Brd4
ENSMUSG00000024006	Stk38
ENSMUSG00000024007	Ppil1
ENSMUSG00000024008	Cpne5
ENSMUSG00000024011	Pi16
ENSMUSG00000024012	Mtch1
ENSMUSG00000024013	Fgd2
ENSMUSG00000024014	Pim1
ENSMUSG00000024018	Ccdc167
ENSMUSG00000024019	Cmtr1
ENSMUSG00000024026	Glo1
ENSMUSG00000024027	Glp1r
ENSMUSG00000024028	Tff2
ENSMUSG00000024029	Tff3
ENSMUSG00000024030	Abcg1
ENSMUSG00000024032	Tff1
ENSMUSG00000024033	Rsph1
ENSMUSG00000024034	Tmprss3
ENSMUSG00000024036	Slc37a1
ENSMUSG00000024037	Wdr4
ENSMUSG00000024038	Ndufv3
ENSMUSG00000024039	Cbs
ENSMUSG00000024041	Cryaa
ENSMUSG00000024042	Sik1
ENSMUSG00000024043	Arhgap28
ENSMUSG00000024044	Epb41l3
ENSMUSG00000024045	Akap8
ENSMUSG00000024048	Myl12a
ENSMUSG00000024049	Myom1
ENSMUSG00000024050	Wiz
ENSMUSG00000024052	Lpin2
ENSMUSG00000024053	Emilin2
ENSMUSG00000024054	Smchd1
ENSMUSG00000024055	Cyp4f13
ENSMUSG00000024056	Ndc80
ENSMUSG00000024059	Clip4
ENSMUSG00000024063	Lbh
ENSMUSG00000024064	Galnt14
ENSMUSG00000024065	Ehd3
ENSMUSG00000024066	Xdh
ENSMUSG00000024067	Dpy30
ENSMUSG00000024068	Spast
ENSMUSG00000024069	Slc30a6
ENSMUSG00000024070	Prkd3
ENSMUSG00000024072	Yipf4
ENSMUSG00000024073	Birc6
ENSMUSG00000024074	Crim1
ENSMUSG00000024076	Vit
ENSMUSG00000024077	Strn
ENSMUSG00000024078	Ttc27
ENSMUSG00000024079	Eif2ak2
ENSMUSG00000024081	Cebpz
ENSMUSG00000024082	Ndufaf7
ENSMUSG00000024083	Pja2
ENSMUSG00000024084	Qpct
ENSMUSG00000024085	Man2a1
ENSMUSG00000024087	Cyp1b1
ENSMUSG00000024088	4930583I09Rik
ENSMUSG00000024091	Vapa
ENSMUSG00000024095	Hnrnpll
ENSMUSG00000024096	Ralbp1
ENSMUSG00000024097	Srsf7
ENSMUSG00000024098	Twsg1
ENSMUSG00000024099	Ndufv2
ENSMUSG00000024101	Washc1
ENSMUSG00000024104	Washc2
ENSMUSG00000024105	Themis3
ENSMUSG00000024107	Lhcgr
ENSMUSG00000024109	Nrxn1
ENSMUSG00000024112	Cacna1h
ENSMUSG00000024114	Prss41
ENSMUSG00000024116	Prss21
ENSMUSG00000024118	Tedc2
ENSMUSG00000024120	Lrpprc
ENSMUSG00000024121	Atp6v0c
ENSMUSG00000024122	Pdpk1
ENSMUSG00000024124	Prss30
ENSMUSG00000024125	Sbpl
ENSMUSG00000024127	Prepl
ENSMUSG00000024128	Sbp
ENSMUSG00000024130	Abca3
ENSMUSG00000024131	Slc3a1
ENSMUSG00000024132	Eci1
ENSMUSG00000024134	Six2
ENSMUSG00000024135	Srbd1
ENSMUSG00000024136	Dnase1l2
ENSMUSG00000024137	E4f1
ENSMUSG00000024140	Epas1
ENSMUSG00000024142	Mlst8
ENSMUSG00000024143	Rhoq
ENSMUSG00000024145	Pigf
ENSMUSG00000024146	Cript
ENSMUSG00000024150	Mcfd2
ENSMUSG00000024151	Msh2
ENSMUSG00000024154	Gtf2a1l
ENSMUSG00000024155	Meiob
ENSMUSG00000024158	Hagh
ENSMUSG00000024160	Spsb3
ENSMUSG00000024163	Mapk8ip3
ENSMUSG00000024164	C3
ENSMUSG00000024165	Jpt2
ENSMUSG00000024168	Tmem204
ENSMUSG00000024169	Ift140
ENSMUSG00000024170	Telo2
ENSMUSG00000024171	Prss28
ENSMUSG00000024172	St6gal2
ENSMUSG00000024173	Tpsab1
ENSMUSG00000024174	Pot1b
ENSMUSG00000024175	Tekt4
ENSMUSG00000024176	Sox8
ENSMUSG00000024177	Nme4
ENSMUSG00000024180	Pgap6
ENSMUSG00000024181	Mrpl28
ENSMUSG00000024182	Axin1
ENSMUSG00000024184	Pdia2
ENSMUSG00000024186	Rgs11
ENSMUSG00000024187	Fam234a
ENSMUSG00000024188	Luc7l
ENSMUSG00000024190	Dusp1
ENSMUSG00000024191	Bnip1
ENSMUSG00000024193	Phf1
ENSMUSG00000024194	Cuta
ENSMUSG00000024197	Plin3
ENSMUSG00000024201	Kdm4b
ENSMUSG00000024206	Rfx2
ENSMUSG00000024207	Acsbg2
ENSMUSG00000024208	Uqcc2
ENSMUSG00000024209	Acsbg3
ENSMUSG00000024210	Ip6k3
ENSMUSG00000024211	Grm8
ENSMUSG00000024212	Mllt1
ENSMUSG00000024213	Nudt3
ENSMUSG00000024215	Spdef
ENSMUSG00000024217	Snrpc
ENSMUSG00000024218	Taf11
ENSMUSG00000024219	Anks1
ENSMUSG00000024220	Zfp523
ENSMUSG00000024222	Fkbp5
ENSMUSG00000024223	Armc12
ENSMUSG00000024224	Clpsl2
ENSMUSG00000024225	Clps
ENSMUSG00000024227	Pdzph1
ENSMUSG00000024228	Nudt12
ENSMUSG00000024231	Cul2
ENSMUSG00000024232	Bambi
ENSMUSG00000024233	Lyzl1
ENSMUSG00000024234	Mtpap
ENSMUSG00000024235	Map3k8
ENSMUSG00000024236	Svil
ENSMUSG00000024238	Zeb1
ENSMUSG00000024240	Epc1
ENSMUSG00000024241	Sos1
ENSMUSG00000024242	Map4k3
ENSMUSG00000024245	Tmem178
ENSMUSG00000024246	Thumpd2
ENSMUSG00000024247	Pkdcc
ENSMUSG00000024248	Cox7a2l
ENSMUSG00000024251	Thada
ENSMUSG00000024253	Dync2li1
ENSMUSG00000024254	Abcg8
ENSMUSG00000024256	Adcyap1
ENSMUSG00000024258	Polr2d
ENSMUSG00000024259	Slc25a46
ENSMUSG00000024260	Sap130
ENSMUSG00000024261	Syt4
ENSMUSG00000024266	Adad2
ENSMUSG00000024268	Celf4
ENSMUSG00000024269	Tpgs2
ENSMUSG00000024270	Slc39a6
ENSMUSG00000024271	Elp2
ENSMUSG00000024273	2700062C07Rik
ENSMUSG00000024276	Zfp397
ENSMUSG00000024277	Mapre2
ENSMUSG00000024283	Wac
ENSMUSG00000024286	Ccny
ENSMUSG00000024287	Thoc1
ENSMUSG00000024290	Rock1
ENSMUSG00000024292	Cyp4f14
ENSMUSG00000024293	Esco1
ENSMUSG00000024294	Mib1
ENSMUSG00000024298	Zfp871
ENSMUSG00000024299	Adamts10
ENSMUSG00000024300	Myo1f
ENSMUSG00000024301	Kifc5b
ENSMUSG00000024302	Dtna
ENSMUSG00000024304	Cdh2
ENSMUSG00000024306	Ccdc178
ENSMUSG00000024308	Tapbp
ENSMUSG00000024309	Pfdn6
ENSMUSG00000024312	Wdr46
ENSMUSG00000024313	Mep1b
ENSMUSG00000024317	Rnf138
ENSMUSG00000024319	Vps52
ENSMUSG00000024325	Ring1
ENSMUSG00000024327	Slc39a7
ENSMUSG00000024330	Col11a2
ENSMUSG00000024331	Dsc2
ENSMUSG00000024334	H2-Oa
ENSMUSG00000024335	Brd2
ENSMUSG00000024338	Psmb8
ENSMUSG00000024339	Tap2
ENSMUSG00000024340	Btnl2
ENSMUSG00000024346	Pfdn1
ENSMUSG00000024347	Psd2
ENSMUSG00000024349	Sting1
ENSMUSG00000024350	Dnajc18
ENSMUSG00000024352	Spata24
ENSMUSG00000024353	Mzb1
ENSMUSG00000024354	Slc23a1
ENSMUSG00000024357	Sil1
ENSMUSG00000024359	Hspa9
ENSMUSG00000024360	Etf1
ENSMUSG00000024365	Cyp21a1
ENSMUSG00000024366	Gfra3
ENSMUSG00000024369	Nelfe
ENSMUSG00000024370	Cdc23
ENSMUSG00000024371	C2
ENSMUSG00000024376	Epb41l4a
ENSMUSG00000024378	Stard4
ENSMUSG00000024379	Tslp
ENSMUSG00000024381	Bin1
ENSMUSG00000024382	Ercc3
ENSMUSG00000024383	Map3k2
ENSMUSG00000024384	Iws1
ENSMUSG00000024386	Proc
ENSMUSG00000024387	Csnk2b
ENSMUSG00000024388	Myo7b
ENSMUSG00000024391	Apom
ENSMUSG00000024392	Bag6
ENSMUSG00000024393	Prrc2a
ENSMUSG00000024395	Lims2
ENSMUSG00000024397	Aif1
ENSMUSG00000024399	Ltb
ENSMUSG00000024400	Wdr33
ENSMUSG00000024401	Tnf
ENSMUSG00000024402	Lta
ENSMUSG00000024403	Atp6v1g2
ENSMUSG00000024404	Riok3
ENSMUSG00000024406	Pou5f1
ENSMUSG00000024409	Psors1c2
ENSMUSG00000024410	Rmc1
ENSMUSG00000024411	Aqp4
ENSMUSG00000024413	Npc1
ENSMUSG00000024414	Mrpl27
ENSMUSG00000024420	Zfp521
ENSMUSG00000024421	Lama3
ENSMUSG00000024422	Dhx16
ENSMUSG00000024423	Impact
ENSMUSG00000024424	Ttc39c
ENSMUSG00000024425	Ndfip1
ENSMUSG00000024426	Atat1
ENSMUSG00000024427	Spry4
ENSMUSG00000024429	Gnl1
ENSMUSG00000024430	Cabyr
ENSMUSG00000024431	Nr3c1
ENSMUSG00000024436	Mrps18b
ENSMUSG00000024440	Pcdh12
ENSMUSG00000024442	Dele1
ENSMUSG00000024446	Rpp21
ENSMUSG00000024448	H2-M10.1
ENSMUSG00000024451	Arap3
ENSMUSG00000024454	Hdac3
ENSMUSG00000024456	Diaph1
ENSMUSG00000024457	Trim26
ENSMUSG00000024459	H2-M5
ENSMUSG00000024462	Gabbr1
ENSMUSG00000024471	Myot
ENSMUSG00000024472	Dcp2
ENSMUSG00000024474	Ik
ENSMUSG00000024477	Pggt1b
ENSMUSG00000024479	Mal2
ENSMUSG00000024480	Ap3s1
ENSMUSG00000024481	Lvrn
ENSMUSG00000024483	Ankhd1
ENSMUSG00000024485	Slc4a9
ENSMUSG00000024486	Hbegf
ENSMUSG00000024487	Yipf5
ENSMUSG00000024491	Rbm27
ENSMUSG00000024493	Lars1
ENSMUSG00000024497	Pou4f3
ENSMUSG00000024498	Tcerg1
ENSMUSG00000024500	Ppp2r2b
ENSMUSG00000024501	Dpysl3
ENSMUSG00000024502	Jakmip2
ENSMUSG00000024503	Spink1
ENSMUSG00000024505	Dtwd2
ENSMUSG00000024507	Hsd17b4
ENSMUSG00000024510	Ftmt
ENSMUSG00000024511	Rab27b
ENSMUSG00000024512	Dynap
ENSMUSG00000024513	Mbd2
ENSMUSG00000024515	Smad4
ENSMUSG00000024516	Sec11c
ENSMUSG00000024517	Grp
ENSMUSG00000024518	Rax
ENSMUSG00000024519	Cplx4
ENSMUSG00000024521	Pmaip1
ENSMUSG00000024524	Gnal
ENSMUSG00000024525	Impa2
ENSMUSG00000024526	Cidea
ENSMUSG00000024527	Afg3l2
ENSMUSG00000024528	Srfbp1
ENSMUSG00000024529	Lox
ENSMUSG00000024530	Prelid3a
ENSMUSG00000024532	1700034E13Rik
ENSMUSG00000024533	Spire1
ENSMUSG00000024534	Sncaip
ENSMUSG00000024535	Snx24
ENSMUSG00000024537	Psmg2
ENSMUSG00000024538	Ppic
ENSMUSG00000024539	Ptpn2
ENSMUSG00000024542	Cep192
ENSMUSG00000024544	Ldlrad4
ENSMUSG00000024546	4930546C10Rik
ENSMUSG00000024548	Setbp1
ENSMUSG00000024552	Slc14a2
ENSMUSG00000024553	Galr1
ENSMUSG00000024556	Me2
ENSMUSG00000024558	Mapk4
ENSMUSG00000024560	Cxxc1
ENSMUSG00000024561	Mbd1
ENSMUSG00000024563	Smad2
ENSMUSG00000024565	Sall3
ENSMUSG00000024566	Atp9b
ENSMUSG00000024570	Rbfa
ENSMUSG00000024571	Txnl4a
ENSMUSG00000024575	Pde6a
ENSMUSG00000024576	Csnk1a1
ENSMUSG00000024578	Il17b
ENSMUSG00000024579	Pcyox1l
ENSMUSG00000024580	Grpel2
ENSMUSG00000024581	Napg
ENSMUSG00000024583	Txnl1
ENSMUSG00000024587	Nars1
ENSMUSG00000024588	Fech
ENSMUSG00000024589	Nedd4l
ENSMUSG00000024590	Lmnb1
ENSMUSG00000024592	C330018D20Rik
ENSMUSG00000024593	Megf10
ENSMUSG00000024594	Prrc1
ENSMUSG00000024597	Slc12a2
ENSMUSG00000024598	Fbn2
ENSMUSG00000024600	Slc27a6
ENSMUSG00000024601	Isoc1
ENSMUSG00000024603	Dctn4
ENSMUSG00000024604	Rbm22
ENSMUSG00000024608	Rps14
ENSMUSG00000024610	Cd74
ENSMUSG00000024613	Tcof1
ENSMUSG00000024614	Tmx3
ENSMUSG00000024617	Camk2a
ENSMUSG00000024619	Cdx1
ENSMUSG00000024620	Pdgfrb
ENSMUSG00000024621	Csf1r
ENSMUSG00000024622	Hmgxb3
ENSMUSG00000024639	Gnaq
ENSMUSG00000024640	Psat1
ENSMUSG00000024642	Tle4
ENSMUSG00000024644	Cndp2
ENSMUSG00000024645	Timm21
ENSMUSG00000024646	Cyb5a
ENSMUSG00000024647	Cbln2
ENSMUSG00000024650	Slc22a6
ENSMUSG00000024653	Scgb1a1
ENSMUSG00000024654	Asrgl1
ENSMUSG00000024659	Anxa1
ENSMUSG00000024660	Incenp
ENSMUSG00000024661	Fth1
ENSMUSG00000024663	Rab3il1
ENSMUSG00000024664	Fads3
ENSMUSG00000024665	Fads2
ENSMUSG00000024666	Tmem138
ENSMUSG00000024667	Tmem216
ENSMUSG00000024668	Sdhaf2
ENSMUSG00000024669	Cd5
ENSMUSG00000024670	Cd6
ENSMUSG00000024672	Ms4a7
ENSMUSG00000024673	Ms4a1
ENSMUSG00000024675	Ms4a4c
ENSMUSG00000024677	Ms4a6b
ENSMUSG00000024678	Ms4a4d
ENSMUSG00000024679	Ms4a6d
ENSMUSG00000024680	Ms4a2
ENSMUSG00000024681	Ms4a3
ENSMUSG00000024682	Cblif
ENSMUSG00000024683	Mrpl16
ENSMUSG00000024687	Osbp
ENSMUSG00000024691	Fam111a
ENSMUSG00000024694	Keg1
ENSMUSG00000024695	Zfp91
ENSMUSG00000024696	Lpxn
ENSMUSG00000024697	Gna14
ENSMUSG00000024712	Rfk
ENSMUSG00000024713	Pcsk5
ENSMUSG00000024725	Ostf1
ENSMUSG00000024726	Carnmt1
ENSMUSG00000024727	Trpm6
ENSMUSG00000024728	Ms4a19
ENSMUSG00000024729	Ms4a20
ENSMUSG00000024730	Ms4a8a
ENSMUSG00000024731	Ms4a10
ENSMUSG00000024732	Ccdc86
ENSMUSG00000024734	Zp1
ENSMUSG00000024735	Prpf19
ENSMUSG00000024736	Tmem132a
ENSMUSG00000024737	Slc15a3
ENSMUSG00000024738	Pga5
ENSMUSG00000024740	Ddb1
ENSMUSG00000024742	Fen1
ENSMUSG00000024743	Syt7
ENSMUSG00000024747	Aldh1a7
ENSMUSG00000024749	Tmc1
ENSMUSG00000024750	Zfand5
ENSMUSG00000024754	Cemip2
